resource_callsign,callsign_type,incident_number,call_time,revised_incident_type,assigned_time,mobile_time,on_scene_time,available_time,callsign_station,alias_1,initial_incident_type,initial_role,final_role,actual_role,riders,assign_order,mob_reason,lat,long,details,classification,geometry,pixel_value,suitability_or,suitability,suitability2
B055,BRV,FW002370-13012023,2023-01-13 07:18:47.963,SSC,2023-01-13 07:19:36.127,2023-01-13 07:20:19.093,2023-01-13 07:23:29.580,2023-01-13 07:25:27.567,Foleshill,B05,ASSIST AMBULANCE,,PUMPING,Pumping,3,1,Initial Response,52.4259990757718,-1.50400584515528,CALL FROM AMBULANCE in attendance CAT 1  32 YEAR OLD MALE FITTING NO MARKERS ,Class 2,POINT (433823.4653290842 281004.12956289),0.8366067,2.1,2.1,0.12318837512468384
B039,BSV,FW002371-13012023,2023-01-13 07:35:18.160,FDR,2023-01-13 07:37:52.607,2023-01-13 07:40:03.930,2023-01-13 07:51:26.943,2023-01-13 08:08:39.430,Coventry,B03,ALARMS SLEEPING MANAGED,,BSV,BSV,1,1,Initial Response,52.3917024682249,-1.48320021939579,RESIDENTIAL CARE,Class 1,POINT (435265.38595457136 277199.122014934),0.6349057,2.35,2.35,0.2137680855825953
B061,PRL,FW002371-13012023,2023-01-13 07:35:18.160,FDR,2023-01-13 07:37:52.623,2023-01-13 07:38:42.910,2023-01-13 07:43:23.127,2023-01-13 08:05:13.247,Binley,B06,ALARMS SLEEPING MANAGED,,PUMPING,Pumping,5,2,Initial Response,52.3917024682249,-1.48320021939579,RESIDENTIAL CARE,Class 4,POINT (435265.38595457136 277199.122014934),0.6349057,2.35,2.35,0.2137680855825953
C065,BRV,FW002374-13012023,2023-01-13 07:42:18.340,SSC,2023-01-13 07:47:38.620,2023-01-13 07:49:53.213,2023-01-13 07:58:58.327,2023-01-13 08:15:06.153,Northfield,C06,LOCK IN/OUT,,PUMPING,Pumping,3,1,Initial Response,52.4489097383012,-1.9508416288599,risk based crewing 3 LOCKED INSIDE HOUSE 6 PEOPLE  CALLER IS HAVING A PANIC ATTACK  ,Class 2,POINT (403437.615172484 283438.3652317938),0.74111825,3.68,3.68,0.6956522039594935
C079,BSV,FW002379-13012023,2023-01-13 08:54:43.237,FAE,2023-01-13 08:55:50.747,2023-01-13 08:56:57.400,2023-01-13 09:17:42.997,2023-01-13 09:18:23.910,Ladywood,C07,ALARMS SLEEPING MANAGED,,BSV,BSV,1,1,Initial Response,52.54796509682,-1.85645508446412,*risk based crewing 3* FLAT 2 -66 WARDEN CONTROLLED NO RESPONSE FROM SITE,Class 1,POINT (409830.5321246291 294465.32819608535),0.5137113,3.2,3.2,0.52173915296962
A055,BRV,FW002379-13012023,2023-01-13 08:54:43.237,FAE,2023-01-13 08:55:50.763,2023-01-13 08:57:13.143,2023-01-13 09:00:40.747,2023-01-13 09:15:16.843,Perry Barr,A05,ALARMS SLEEPING MANAGED,PUMPING,PUMPING,Pumping,3,2,Initial Response,52.54796509682,-1.85645508446412,*risk based crewing 3* FLAT 2 -66 WARDEN CONTROLLED NO RESPONSE FROM SITE,Class 2,POINT (409830.5321246291 294465.32819608535),0.5137113,3.2,3.2,0.52173915296962
C065,BRV,FW002382-13012023,2023-01-13 09:19:00.220,RTC,2023-01-13 09:20:46.087,2023-01-13 09:21:59.247,2023-01-13 09:27:07.273,2023-01-13 09:37:33.723,Northfield,C06,RTC PR,,PUMPING,Pumping,2,2,Initial Response,52.4043104777368,-2.01340531854648,BUS versus CAR  PERSONS TRAPPED JUNC ARDEN ROAD AND NEW STREET ambulance CREW AND OM EN ROUTE,Class 1,POINT (399184.4619304349 278476.4478997274),0.54093605,--,--,0.5199768343213695
C061,PRL,FW002382-13012023,2023-01-13 09:19:00.220,RTC,2023-01-13 09:20:46.073,2023-01-13 09:21:50.627,2023-01-13 09:25:51.243,2023-01-13 09:38:00.693,Northfield,C06,RTC PR,,PUMPING,Pumping,5,1,Initial Response,52.4043104777368,-2.01340531854648,BUS versus CAR  PERSONS TRAPPED JUNC ARDEN ROAD AND NEW STREET ambulance CREW AND OM EN ROUTE,Class 4,POINT (399184.4619304349 278476.4478997274),0.54093605,--,--,0.5199768343213695
C051,PRL,FW002382-13012023,2023-01-13 09:19:00.220,RTC,2023-01-13 09:20:46.087,2023-01-13 09:22:22.077,,2023-01-13 09:29:18.057,Kings Norton,C05,RTC PR,PUMPING,PUMPING,Pumping,5,3,Initial Response,52.4043104777368,-2.01340531854648,BUS versus CAR  PERSONS TRAPPED JUNC ARDEN ROAD AND NEW STREET ambulance CREW AND OM EN ROUTE,Class 4,POINT (399184.4619304349 278476.4478997274),0.54093605,--,--,0.5199768343213695
D051,PRL,FW002383-13012023,2023-01-13 09:38:11.763,SSC,2023-01-13 09:38:54.823,2023-01-13 09:39:10.653,2023-01-13 09:39:13.553,2023-01-13 09:48:24.227,Stourbridge,D05,SSC,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.4549381419851,-2.142301464004,RING ON FINGER,Class 4,POINT (390426.5991095143 284117.41796265234),0.45268586,3.37,3.37,0.5833332973401901
E012,PRL,FW002385-13012023,2023-01-13 10:02:14.290,FDR,2023-01-13 10:04:34.173,2023-01-13 10:06:18.093,2023-01-13 10:19:00.857,2023-01-13 15:09:39.137,Walsall,E01,LOW RISE FIRE,PUMPING,PUMPING,Pumping,5,2,Initial Response,52.6025086440631,-1.97120909266763,*MAKE PUMPS 3 FOR PERSONNEL* BY THE CEMETRY  SMOKE FROM TOP WINDOW 3 STOREY,Class 4,POINT (402046.632417342 300523.25293354766),0.46872917,2.12,2.12,0.13043474505063335
E011,PRL,FW002385-13012023,2023-01-13 10:02:14.290,FDR,2023-01-13 10:04:34.160,2023-01-13 10:05:10.720,2023-01-13 10:19:02.143,2023-01-13 15:04:58.910,Walsall,E01,LOW RISE FIRE,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.6025086440631,-1.97120909266763,*MAKE PUMPS 3 FOR PERSONNEL* BY THE CEMETRY  SMOKE FROM TOP WINDOW 3 STOREY,Class 4,POINT (402046.632417342 300523.25293354766),0.46872917,2.12,2.12,0.13043474505063335
E021,PRL,FW002385-13012023,2023-01-13 10:02:14.290,FDR,2023-01-13 10:24:00.947,2023-01-13 10:24:39.940,2023-01-13 10:29:27.297,2023-01-13 11:53:10.203,Bloxwich,E02,LOW RISE FIRE,PUMPING,PUMPING,Pumping,5,3,Reinforcements,52.6025086440631,-1.97120909266763,*MAKE PUMPS 3 FOR PERSONNEL* BY THE CEMETRY  SMOKE FROM TOP WINDOW 3 STOREY,Class 4,POINT (402046.632417342 300523.25293354766),0.46872917,2.12,2.12,0.13043474505063335
C012,PRL,FW002386-13012023,2023-01-13 10:04:50.390,FAE,2023-01-13 10:05:53.750,2023-01-13 10:06:41.787,2023-01-13 10:14:14.897,2023-01-13 10:20:44.120,Highgate,C01,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.4814217098023,-1.89003726447808,MAIN FIRE ALARM,Class 4,POINT (407564.6800411987 287059.3869376233),0.97703,3.3,3.3,0.5579710025993672
E041,PRL,FW002388-13012023,2023-01-13 10:16:12.077,FAE,2023-01-13 10:17:13.697,2023-01-13 10:17:37.290,2023-01-13 10:26:34.903,2023-01-13 10:44:03.233,Aldridge,E04,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.6037156061603,-1.90603316221556,CARE HOME,Class 4,POINT (406460.5864382297 300661.26107326144),0.35722002,3.8,3.8,0.7391304235151899
A075,BRV,FW002393-13012023,2023-01-13 10:20:55.843,RTC,2023-01-13 10:23:22.823,2023-01-13 10:24:36.763,2023-01-13 10:31:21.317,2023-01-13 10:41:36.127,Handsworth,A07,RTC,,PUMPING,Pumping,3,1,Initial Response,52.5345661620449,-1.98564167095566,risk based crewing 3 JUNC HEATH LANE 1 CAR road traffic Collison REQUEST FOR MAKE SAFE police AND ambulance EN SCENE,Class 2,POINT (401070.6464724151 292965.2879262739),0.2683537,4.32,4.32,0.9275363007405055
C085,BRV,FW002397-13012023,2023-01-13 10:26:20.393,SEC,2023-01-13 10:27:23.547,2023-01-13 10:28:11.807,2023-01-13 10:33:11.393,2023-01-13 10:37:04.033,Billesley,C08,SECONDARY FIRE,PUMPING,PUMPING,Pumping,3,1,Initial Response,52.4032923359357,-1.84447453110696,EMBERS ON FIRE ON CORNER NEAR THE ENTRANCE,Class 2,POINT (410677.5353657655 278374.3913287093),0.45635262,--,--,0.5199768343213695
E055,BRV,FW002399-13012023,2023-01-13 10:38:44.677,FAE,2023-01-13 10:39:59.477,2023-01-13 10:40:41.067,2023-01-13 10:47:54.150,2023-01-13 10:53:48.280,Wolverhampton,E05,ALARMS NON SLEEPING,,PUMPING,Pumping,3,1,Initial Response,52.5566346838998,-2.16134830183517,ALARM ON PREMISES GONE OFF 4 TIMES - SCHOOL REQUESTING FIRE SERVICE ALARM COMPANY UNSURE WHY,Class 2,POINT (389157.60585458897 295432.3370693143),0.33211645,--,--,0.5199768343213695
C079,BSV,FW002402-13012023,2023-01-13 10:55:01.573,FAE,2023-01-13 10:56:10.007,2023-01-13 11:08:47.563,2023-01-13 11:18:17.520,2023-01-13 11:31:00.940,Ladywood,C07,ALARMS SLEEPING MANAGED,,BSV,BSV,1,1,Initial Response,52.489345742484,-1.93094450635463,PANEL 2  SECURITY BUNGALOW  BACK ROAD GATE 4,Class 1,POINT (404785.6347720654 287937.3475377925),0.8333421,3.18,3.18,0.5144927830436705
D091,PRL,FW002404-13012023,2023-01-13 11:15:53.970,FAE,2023-01-13 11:17:03.717,2023-01-13 11:17:52.170,2023-01-13 11:21:20.953,2023-01-13 11:25:03.993,Dudley,D09,ALARMS SLEEPING MANAGED,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.5468616591887,-2.09636893577636,MAIN ALARM PANEL ZONE 8001,Class 4,POINT (393561.61528043373 294337.3022142831),0.6270861,3.97,3.97,0.8007246542693036
B021,PRL,FW002405-13012023,2023-01-13 11:19:29.873,SSC,2023-01-13 11:20:54.910,2023-01-13 11:22:38.587,2023-01-13 11:29:35.007,2023-01-13 12:29:01.867,Sheldon,B02,LOCK IN/OUT,,PUMPING,Pumping,5,1,Initial Response,52.5025457701599,-1.77893753996589,LADY LOCKED IN CONSERVATORY 2 YEAR OLD LOCKED ISIDE HOUSE,Class 4,POINT (415102.48762989347 289426.3738547739),0.4624987,3.39,3.39,0.5905797536496831
B065,BRV,FW002416-13012023,2023-01-13 12:54:31.240,SEC,2023-01-13 12:55:39.327,2023-01-13 12:56:22.517,2023-01-13 13:01:46.463,2023-01-13 13:32:13.457,Binley,B06,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.39704007059,-1.47042531593175,FIRE R.O THE FLATS,Class 2,POINT (436130.3987184871 277799.08504354773),0.73288023,3.05,3.05,0.4673912921414558
B031,PRL,FW002417-13012023,2023-01-13 13:05:00.077,FAG,2023-01-13 13:06:08.900,2023-01-13 13:06:58.610,,2023-01-13 13:11:06.423,Coventry,B03,LOW RISE FIRE,,PUMPING,Pumping,5,2,Initial Response,52.3954905693058,-1.47172241699839,OFF THE BARLEY LEA OCCUPIERS OF 17 JASMINE GROVE CONTACTED DAUGHTER REPORTING SOMEONE HAS BROKEN INTO EMPTY FLAT AND SET A FIRE,Class 4,POINT (436043.39567346673 277626.09022605163),0.73288023,3.05,3.05,0.4673912921414558
B061,PRL,FW002417-13012023,2023-01-13 13:05:00.077,FAG,2023-01-13 13:06:08.883,2023-01-13 13:07:15.053,2023-01-13 13:09:51.600,2023-01-13 13:16:43.657,Binley,B06,LOW RISE FIRE,,PUMPING,Pumping,5,1,Initial Response,52.3954905693058,-1.47172241699839,OFF THE BARLEY LEA OCCUPIERS OF 17 JASMINE GROVE CONTACTED DAUGHTER REPORTING SOMEONE HAS BROKEN INTO EMPTY FLAT AND SET A FIRE,Class 4,POINT (436043.39567346673 277626.09022605163),0.73288023,3.05,3.05,0.4673912921414558
A041,PRL,FW002418-13012023,2023-01-13 13:14:01.140,FAE,2023-01-13 13:15:14.500,2023-01-13 13:16:12.037,2023-01-13 13:19:13.503,2023-01-13 13:36:18.540,Erdington,A04,ALARMS SLEEPING MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.514787373054,-1.85234860273373,MIDLAND HEART  OFF GRAVELLY HILL,Class 4,POINT (410116.62553184 290775.3696161987),0.6601419,3.7,3.7,0.7028985738854427
D025,BRV,FW002421-13012023,2023-01-13 13:27:11.183,SEC,2023-01-13 13:28:07.340,2023-01-13 13:29:53.057,2023-01-13 13:32:54.693,2023-01-13 13:51:30.483,Brierley Hill,D02,FIRE,,PUMPING,Pumping,3,1,Initial Response,52.492769774676,-2.13302706969093,REAR OF OLD CROWN PUB  SMOKE FILLING STREET  ,Class 2,POINT (391064.5913893267 288324.38370816846),0.6638368,4.02,4.02,0.8188405790841773
E031,PRL,FW002433-13012023,2023-01-13 14:02:44.973,FAE,2023-01-13 14:03:36.213,2023-01-13 14:04:49.673,2023-01-13 14:09:14.000,2023-01-13 14:31:42.507,Willenhall,E03,ALARMS SLEEPING NON MANAGED,PUMPING,PUMPING,Pumping,5,2,Initial Response,52.6137709483229,-2.03518078763301,NO SPEECH CONTACT,Class 4,POINT (397714.6141617654 301776.2258437594),0.66808796,--,--,0.5199768343213695
E021,PRL,FW002433-13012023,2023-01-13 14:02:44.973,FAE,2023-01-13 14:03:36.197,2023-01-13 14:04:47.327,2023-01-13 14:08:22.857,2023-01-13 14:27:03.577,Bloxwich,E02,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.6137709483229,-2.03518078763301,NO SPEECH CONTACT,Class 4,POINT (397714.6141617654 301776.2258437594),0.66808796,--,--,0.5199768343213695
A041,PRL,FW002435-13012023,2023-01-13 14:18:50.630,RTC,2023-01-13 14:20:35.163,2023-01-13 14:21:12.340,2023-01-13 14:23:40.410,2023-01-13 14:35:14.553,Erdington,A04,RTC,,PUMPING,Pumping,5,1,Initial Response,52.5341909300051,-1.82815060918596,road traffic Collison 2 VEHICLES 1 VEHICLE LEAKING FLUID - REQUESTED TO MAKE SAFE POLICE IN ATTENDANCE,Class 4,POINT (411753.507586502 292937.35559577873),0.54887,4.28,4.28,0.9130435608886067
A065,BRV,FW002436-13012023,2023-01-13 14:20:17.353,FAE,2023-01-13 14:23:29.140,2023-01-13 14:25:30.547,2023-01-13 14:33:30.827,2023-01-13 14:48:20.200,Ward End,A06,ALARMS NON SLEEPING,,PUMPING,Pumping,3,1,Initial Response,52.4938607925268,-1.78840744465401,ALARM GOING OFF  AND POSSIBLE GAS LEAK  PAST BUSHBURY ROAD  YARDLEY RUGBY CLUB  ,Class 2,POINT (414462.5366197996 288458.3798229449),0.7512582,3.48,3.48,0.6231884183164556
A055,BRV,FW002438-13012023,2023-01-13 14:41:19.990,SEC,2023-01-13 14:43:36.053,2023-01-13 14:44:10.523,2023-01-13 14:46:22.827,2023-01-13 14:59:13.663,Perry Barr,A05,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.5328456728227,-1.86543781734284,CALLER CAN SMELL SMOKE COMING FROM BIN OUTSIDE BIN BY FRONT DOOR,Class 2,POINT (409224.59276634705 292782.3246316012),0.7618701,3.04,3.04,0.46376810717848116
A051,PRL,FW002438-13012023,2023-01-13 14:41:19.990,SEC,2023-01-13 14:43:36.053,2023-01-13 14:44:12.353,2023-01-13 14:46:29.670,2023-01-13 14:47:00.593,Perry Barr,A05,SECONDARY FIRE,PUMPING,PUMPING,Pumping,4,2,Initial Response,52.5328456728227,-1.86543781734284,CALLER CAN SMELL SMOKE COMING FROM BIN OUTSIDE BIN BY FRONT DOOR,Class 3,POINT (409224.59276634705 292782.3246316012),0.7618701,3.04,3.04,0.46376810717848116
D035,BRV,FW002439-13012023,2023-01-13 14:50:21.073,FAG,2023-01-13 14:53:18.997,2023-01-13 14:53:57.933,2023-01-13 15:02:03.593,2023-01-13 15:36:49.357,Haden Cross,D03,CAR FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4485774135016,-2.01358086777121,CAR SMOKING ASTRA  GREY CALLER IS HEADING AWAY FROM M5 TOWARDS QUINTON,Class 2,POINT (399173.5916463133 283400.33998117526),0.464916,2.6,2.6,0.30434779604050666
B065,BRV,FW002440-13012023,2023-01-13 14:58:00.090,RTC,2023-01-13 14:59:51.760,2023-01-13 15:01:06.120,2023-01-13 15:05:55.173,2023-01-13 15:43:04.977,Binley,B06,RTC,,PUMPING,Pumping,3,1,Initial Response,52.4060649019866,-1.49479217723494,MAKE SAFE ONLY CAR versus PARKED CAR PARKED CAR NOW SMOKING OFFENDING VEH HAS LEFT police ON SCENE LONDON ROAD END NEAR THE STUDENT CENTRE,Class 2,POINT (434465.408915351 278791.12782149785),0.8061427,2.6,2.6,0.30434779604050666
D051,PRL,FW002444-13012023,2023-01-13 15:33:59.923,FAE,2023-01-13 15:35:02.793,2023-01-13 15:35:50.497,2023-01-13 15:44:59.803,2023-01-13 15:47:02.597,Stourbridge,D05,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,2,Initial Response,52.4846282351056,-2.15255813104146,SMOKE DETECTOR NO SPEECH CONTACT,Class 4,POINT (389736.59217803075 287421.40700172493),0.5046017,2.98,2.98,0.44202899740063284
D025,BRV,FW002444-13012023,2023-01-13 15:33:59.923,FAE,2023-01-13 15:35:02.777,2023-01-13 15:36:32.093,2023-01-13 15:43:28.973,2023-01-13 15:48:28.643,Brierley Hill,D02,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,1,Initial Response,52.4846282351056,-2.15255813104146,SMOKE DETECTOR NO SPEECH CONTACT,Class 2,POINT (389736.59217803075 287421.40700172493),0.5046017,2.98,2.98,0.44202899740063284
A041,PRL,FW002445-13012023,2023-01-13 15:53:23.197,SSC,2023-01-13 15:54:41.707,2023-01-13 15:55:46.703,2023-01-13 15:59:35.240,2023-01-13 16:10:55.867,Erdington,A04,ASSIST AMBULANCE,,PUMPING,Pumping,5,1,Initial Response,52.5364492000971,-1.81733519249496,ASSIST ambulance  GAIN ENTRY  ambulance HAVE TOLD POLICE THAT THEY CAN SEE PERSON DECEASED ON THE FLOOR,Class 4,POINT (412486.46388389426 293190.36417899164),0.33890423,4.04,4.04,0.8260869490101266
E055,BRV,FW002447-13012023,2023-01-13 15:54:42.153,FAM,2023-01-13 15:57:26.897,2023-01-13 15:58:30.110,2023-01-13 16:11:28.707,2023-01-13 16:29:04.767,Wolverhampton,E05,FIRE,,PUMPING,Pumping,3,1,Initial Response,52.6175931679668,-2.15566459384295,risk based crewing 3 CALLER STATED FIRE,Class 2,POINT (389557.669160964 302212.2802060485),0.39557007,--,--,0.5199768343213695
C085,BRV,FW002448-13012023,2023-01-13 15:58:47.697,FAG,2023-01-13 16:00:53.460,2023-01-13 16:01:29.270,2023-01-13 16:07:20.030,2023-01-13 16:14:27.873,Billesley,C08,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4280781846067,-1.85903543738828,ON FRONT GARDEN OF NO. 73  NR DENE HOLLOW,Class 2,POINT (409681.58441145177 281129.4045598821),0.4966475,2.58,2.58,0.29710142611455725
A051,PRL,FW002450-13012023,2023-01-13 16:00:15.657,FAG,2023-01-13 16:01:12.717,2023-01-13 16:01:41.153,2023-01-13 16:14:42.557,2023-01-13 16:33:01.280,Perry Barr,A05,FIRE,,PUMPING,Pumping,4,1,Initial Response,52.5661766242392,-1.79413826305515,SMOKE ISSUING FROM BOILER SMELL OF BURNING BOILER IN BEDROOM  9 CHILDREN AND 1 ADULT  NEAR TO CHURCHILL ROAD ,Class 3,POINT (414050.5311453259 296501.27561969555),0.37010384,3.78,3.78,0.7318840535892406
A055,BRV,FW002450-13012023,2023-01-13 16:00:15.657,FAG,2023-01-13 16:01:12.733,2023-01-13 16:01:46.027,2023-01-13 16:14:50.507,2023-01-13 16:31:51.147,Perry Barr,A05,FIRE,,PUMPING,Pumping,3,2,Initial Response,52.5661766242392,-1.79413826305515,SMOKE ISSUING FROM BOILER SMELL OF BURNING BOILER IN BEDROOM  9 CHILDREN AND 1 ADULT  NEAR TO CHURCHILL ROAD ,Class 2,POINT (414050.5311453259 296501.27561969555),0.37010384,3.78,3.78,0.7318840535892406
E012,PRL,FW002451-13012023,2023-01-13 15:59:52.960,FAE,2023-01-13 16:01:05.067,2023-01-13 16:02:28.763,2023-01-13 16:07:59.167,2023-01-13 16:31:55.070,Walsall,E01,HOUSE FIRE,,PUMPING,Pumping,5,1,Initial Response,52.5900021765598,-2.0345564086875,SMOKE ALARM ACTUATING  CALLER CAN SMELL SOMETHING FOLLOWING A BANG,Class 4,POINT (397755.6400615804 299132.24483460496),0.64299625,3.0,3.0,0.44927536732658235
E011,PRL,FW002451-13012023,2023-01-13 15:59:52.960,FAE,2023-01-13 16:01:05.080,2023-01-13 16:02:18.693,2023-01-13 16:07:59.557,2023-01-13 18:00:14.037,Walsall,E01,HOUSE FIRE,,PUMPING,Pumping,5,2,Initial Response,52.5900021765598,-2.0345564086875,SMOKE ALARM ACTUATING  CALLER CAN SMELL SOMETHING FOLLOWING A BANG,Class 4,POINT (397755.6400615804 299132.24483460496),0.64299625,3.0,3.0,0.44927536732658235
C095,BRV,FW002455-13012023,2023-01-13 16:12:23.820,FAG,2023-01-13 16:14:21.877,2023-01-13 16:15:33.913,2023-01-13 16:18:26.687,2023-01-13 16:29:54.960,Hay Mills,C09,ALARMS NON SLEEPING,,PUMPING,Pumping,3,1,Initial Response,52.4650697821495,-1.82372408464548,INCIDENT IS ADJ TO THIS ADDRESS STEEL GROVE COMMON ROOM  MAIN PANEL,Class 2,POINT (412072.6393477403 285249.3809240716),0.64151126,3.1,3.1,0.4855072169563295
C085,BRV,FW002457-13012023,2023-01-13 16:17:16.167,SEC,2023-01-13 16:19:34.390,2023-01-13 16:20:08.823,2023-01-13 16:21:39.680,2023-01-13 16:32:11.660,Billesley,C08,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4268573355764,-1.86055408333578,CALLER STILL WITH INCIDENT  JUNC WITH COLEBOURNE ROAD  BRANCHES AND TREES ON FIRE  CHILD IS WAITING THERE,Class 2,POINT (409578.5821666089 280993.4065441411),0.4966475,2.58,2.58,0.29710142611455725
E065,BRV,FW002459-13012023,2023-01-13 16:25:05.307,SSC,2023-01-13 16:29:38.307,2023-01-13 16:31:23.763,2023-01-13 16:44:41.080,2023-01-13 16:52:57.163,Fallings Park,E06,LOCK IN/OUT,,PUMPING,Pumping,3,1,Initial Response,52.590159702269,-1.98977168059203,** risk based crewing 2 ** CANT GET INSIDE PROPERTY  LOST HER KEYS  BATHROOM OPEN 1ST FLOOR  CALLER ADVISED THAT THERE COULD BE A FIRE DUE TO THE PLUGS BEEN LEFT ON  ,Class 2,POINT (400789.64289235556 299149.2569508371),0.667851,2.26,2.26,0.18115942091582282
D035,BRV,FW002462-13012023,2023-01-13 16:43:24.977,SEC,2023-01-13 16:51:33.630,2023-01-13 16:52:06.143,2023-01-13 17:17:02.010,2023-01-13 18:09:47.093,Haden Cross,D03,SECONDARY FIRE,,PUMPING,Pumping,3,2,Initial Response,52.4584917760024,-2.11520435115812,BONFIRE THAT HAS GOT OUT OF CONTROL  UNATTENDED,Class 2,POINT (392268.5859462275 284509.40340095613),0.5846564,3.73,3.73,0.7137681287743669
D025,BRV,FW002462-13012023,2023-01-13 16:43:24.977,SEC,2023-01-13 16:44:10.607,2023-01-13 16:45:56.033,,2023-01-13 16:50:34.157,Brierley Hill,D02,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4584917760024,-2.11520435115812,BONFIRE THAT HAS GOT OUT OF CONTROL  UNATTENDED,Class 2,POINT (392268.5859462275 284509.40340095613),0.5846564,3.73,3.73,0.7137681287743669
D031,PRL,FW002465-13012023,2023-01-13 16:48:06.290,RTC,2023-01-13 16:50:34.157,2023-01-13 16:51:19.507,2023-01-13 16:54:22.567,2023-01-13 18:21:19.573,Haden Cross,D03,RTC,,PUMPING,Pumping,5,2,Initial Response,52.4700769885601,-2.08710323193872,NR FOUR OAKS ST CALLER RANG POLICE - DISTRESSED WITH HUSBAND ON LIDL CAR PARK - DRIVEN INTO FENCE AND CAR NOW HANGING OVER WALL ON 6FT DROP  OCCUPANTS ARE OUT ,Class 4,POINT (394179.610971113 285795.33614960354),0.466393,2.42,2.42,0.2391304667069617
E091,PRL,FW002465-13012023,2023-01-13 16:48:06.290,RTC,2023-01-13 17:18:50.340,2023-01-13 17:19:10.507,2023-01-13 17:44:00.060,2023-01-13 18:20:52.133,Wednesbury,E09,RTC,,PRL,Pumping,4,4,Reinforcements,52.4700769885601,-2.08710323193872,NR FOUR OAKS ST CALLER RANG POLICE - DISTRESSED WITH HUSBAND ON LIDL CAR PARK - DRIVEN INTO FENCE AND CAR NOW HANGING OVER WALL ON 6FT DROP  OCCUPANTS ARE OUT ,Class 3,POINT (394179.610971113 285795.33614960354),0.466393,2.42,2.42,0.2391304667069617
D025,BRV,FW002465-13012023,2023-01-13 16:48:06.290,RTC,2023-01-13 16:50:34.157,2023-01-13 16:51:27.073,2023-01-13 16:54:59.967,2023-01-13 17:35:06.047,Brierley Hill,D02,RTC,,PUMPING,Pumping,3,1,Initial Response,52.4700769885601,-2.08710323193872,NR FOUR OAKS ST CALLER RANG POLICE - DISTRESSED WITH HUSBAND ON LIDL CAR PARK - DRIVEN INTO FENCE AND CAR NOW HANGING OVER WALL ON 6FT DROP  OCCUPANTS ARE OUT ,Class 2,POINT (394179.610971113 285795.33614960354),0.466393,2.42,2.42,0.2391304667069617
D051,PRL,FW002466-13012023,2023-01-13 17:03:44.377,SEC,2023-01-13 17:06:27.707,2023-01-13 17:07:22.717,2023-01-13 17:09:43.550,2023-01-13 17:17:19.437,Stourbridge,D05,SECONDARY FIRE,,PUMPING,Pumping,4,1,Initial Response,52.4559612333952,-2.14376166107501,IN THE UNDERPASS BY STOURBRIDGE BUS STATION ON HIGH STREET OPPOSITE THE PEDESTRIAN UNDERPASS,Class 3,POINT (390327.5989244889 284231.4180252498),0.46276283,2.87,2.87,0.4021738764243674
E065,BRV,FW002467-13012023,2023-01-13 17:15:10.923,RTC,2023-01-13 17:17:03.523,,,2023-01-13 17:17:04.040,Fallings Park,E06,RTC,,PUMPING,Pumping,2,1,Initial Response,52.6202609602477,-2.12743167646006,"*COA FROM ELSTON HALL LANE, BUSHBURY* SMALL LORRY WITH SMOKE COMING FROM FOLLOWING COLLISION WITH BOLLARD JUNC BUSHBURY LANE NEAR PRIMARY SCHOOL",Class 1,POINT (391469.6275919033 302505.2680868533),0.54739594,3.78,3.78,0.7318840535892406
E061,PRL,FW002467-13012023,2023-01-13 17:15:10.923,RTC,2023-01-13 17:17:03.540,2023-01-13 17:18:19.220,2023-01-13 17:21:42.430,2023-01-13 17:38:54.747,Fallings Park,E06,RTC,PUMPING,PUMPING,Pumping,4,2,Initial Response,52.6202609602477,-2.12743167646006,"*COA FROM ELSTON HALL LANE, BUSHBURY* SMALL LORRY WITH SMOKE COMING FROM FOLLOWING COLLISION WITH BOLLARD JUNC BUSHBURY LANE NEAR PRIMARY SCHOOL",Class 3,POINT (391469.6275919033 302505.2680868533),0.54739594,3.78,3.78,0.7318840535892406
